Customer,State Code,Coverage,Education,Accident Date,Report Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Policy Type,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
OB49075,NE,Basic,Bachelor,22/3/2012,12/2/2017,Retired,M,17622,Suburban,Divorced,Personal Auto,Collision,Agent,312,Four-Door Car,Medsize
DS97676,IA,Basic,College,18/9/2010,8/4/2011,Unemployed,F,0,Suburban,Single,Personal Auto,Hail,Agent,518.4,Four-Door Car,Large
JO63462,MO,Extended,Bachelor,29/11/2011,12/11/2014,Employed,M,79797,Rural,Divorced,Corporate Auto,Other,Branch,31.755601,Two-Door Car,Medsize
WZ40465,KS,Basic,Bachelor,4/1/2013,20/2/2015,Employed,F,36234,Rural,Married,Personal Auto,Scratch/Dent,Web,113.534474,Four-Door Car,Small
RS24501,IA,Premium,College,28/7/2012,29/5/2013,Employed,F,28919,Suburban,Single,Personal Auto,Scratch/Dent,Agent,830.4,SUV,Medsize
VT78274,NE,Basic,College,25/3/2011,24/12/2015,Unemployed,M,0,Suburban,Married,Personal Auto,Collision,Agent,480.159011,Four-Door Car,Medsize
SU56153,OK,Basic,Bachelor,24/6/2014,29/9/2016,Employed,M,63568,Suburban,Married,Corporate Auto,Other,Agent,390.792553,Two-Door Car,Medsize
MN20737,OK,Basic,College,6/9/2011,29/4/2015,Employed,F,73935,Rural,Married,Corporate Auto,Other,Call Center,72.071195,Four-Door Car,Medsize
KL43114,NE,Basic,High School or Below,6/9/2011,30/4/2016,Unemployed,F,0,Suburban,Married,Corporate Auto,Hail,Branch,316.8,Two-Door Car,Medsize
YQ15567,IA,Basic,Bachelor,4/7/2015,14/9/2015,Medical Leave,F,18846,Suburban,Married,Personal Auto,Collision,Agent,552,SUV,Small
TR88637,NE,Basic,High School or Below,12/10/2015,23/2/2017,Employed,F,38893,Rural,Single,Personal Auto,Hail,Agent,41.965252,SUV,Small
TC88986,IA,Premium,High School or Below,24/5/2016,22/10/2016,Unemployed,M,0,Suburban,Married,Special Auto,Hail,Web,1027.000029,SUV,Medsize
XX88577,MO,Premium,Bachelor,16/4/2014,4/2/2016,Employed,M,84824,Rural,Married,Corporate Auto,Hail,Branch,319.820747,SUV,Small
NE49052,MO,Extended,High School or Below,19/12/2011,13/10/2016,Medical Leave,F,20068,Urban,Married,Corporate Auto,Collision,Web,411.011162,Four-Door Car,Medsize
KX17826,IA,Extended,Doctor,31/12/2012,23/6/2015,Unemployed,M,0,Suburban,Married,Corporate Auto,Collision,Branch,600,SUV,Medsize
CC91503,NE,Extended,High School or Below,30/5/2010,5/11/2013,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Agent,648,Sports Car,Medsize
WH32183,MO,Basic,Bachelor,7/2/2016,15/5/2017,Employed,M,97245,Rural,Divorced,Personal Auto,Hail,Web,4.110585,Four-Door Car,Medsize
ES90681,MO,Basic,College,15/2/2017,30/3/2017,Employed,F,51808,Suburban,Married,Personal Auto,Collision,Agent,351.149904,Four-Door Car,Small
DW96592,MO,Basic,Bachelor,20/11/2011,20/5/2014,Employed,M,71391,Urban,Married,Personal Auto,Hail,Agent,284.000172,Four-Door Car,Medsize
MT23134,IA,Basic,High School or Below,16/6/2016,17/4/2017,Unemployed,M,0,Suburban,Married,Personal Auto,Hail,Call Center,496.474767,Two-Door Car,Medsize
BM69081,NE,Basic,Bachelor,3/1/2011,1/12/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Hail,Call Center,925.137143,SUV,Medsize
MB90871,IA,Extended,College,6/9/2013,7/1/2016,Medical Leave,F,23496,Rural,Married,Special Auto,Scratch/Dent,Web,13.164097,Four-Door Car,Medsize
QR15221,KS,Basic,High School or Below,31/5/2014,3/5/2015,Employed,F,22562,Suburban,Married,Personal Auto,Collision,Branch,312,Two-Door Car,Medsize
QL77686,OK,Basic,College,6/3/2016,17/9/2016,Employed,F,23986,Urban,Married,Corporate Auto,Hail,Call Center,463.335061,SUV,Small
ON77827,NE,Basic,Master,3/9/2015,21/9/2015,Medical Leave,F,22974,Urban,Married,Personal Auto,Other,Call Center,180.667969,Four-Door Car,Large
KP18988,IA,Premium,High School or Below,30/8/2017,3/9/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Branch,484.8,Four-Door Car,Medsize
TI92884,NE,Basic,Bachelor,3/11/2015,29/2/2016,Employed,M,61844,Suburban,Divorced,Personal Auto,Collision,Call Center,508.8,Sports Car,Small
JH73503,NE,Basic,Doctor,30/10/2013,15/6/2014,Employed,M,24804,Suburban,Married,Personal Auto,Scratch/Dent,Call Center,350.4,Two-Door Car,Small
YE97964,MO,Basic,Bachelor,13/10/2015,10/6/2016,Employed,F,27760,Urban,Married,Personal Auto,Collision,Web,302.764283,SUV,Small
VA30351,IA,Basic,High School or Below,2/3/2010,3/2/2014,Employed,F,74454,Suburban,Single,Personal Auto,Hail,Call Center,340.8,Four-Door Car,Medsize
PV55726,IA,Basic,Master,22/3/2017,14/8/2017,Employed,F,29462,Suburban,Single,Personal Auto,Hail,Branch,513.6,SUV,Large
UC88305,NE,Basic,College,1/11/2011,20/12/2012,Employed,F,52266,Rural,Single,Corporate Auto,Collision,Call Center,141.922839,Two-Door Car,Medsize
TS53809,IA,Basic,Bachelor,18/12/2011,22/10/2014,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,349.783046,Two-Door Car,Medsize
ZV32120,MO,Basic,Doctor,14/9/2014,17/1/2017,Employed,M,23599,Suburban,Single,Corporate Auto,Hail,Agent,494.4,SUV,Medsize
FB80807,IA,Basic,Bachelor,18/1/2015,13/9/2016,Employed,M,36088,Suburban,Single,Personal Auto,Collision,Agent,345.6,Four-Door Car,Medsize
AS55677,MO,Premium,High School or Below,6/5/2012,26/7/2013,Employed,F,70534,Rural,Divorced,Personal Auto,Scratch/Dent,Branch,54.065538,Four-Door Car,Medsize
WA15684,IA,Extended,College,3/3/2015,2/8/2015,Employed,M,27398,Suburban,Married,Personal Auto,Other,Call Center,600,SUV,Medsize
SA50567,OK,Basic,Bachelor,23/8/2017,27/8/2017,Employed,M,85296,Suburban,Married,Personal Auto,Scratch/Dent,Web,342.515136,Four-Door Car,Medsize
KJ31611,NE,Extended,High School or Below,24/5/2012,13/12/2012,Employed,M,31063,Suburban,Married,Personal Auto,Hail,Agent,441.6,Four-Door Car,Small
VL37375,MO,Extended,Bachelor,9/11/2015,9/7/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,1027.177255,Two-Door Car,Small
KN21017,OK,Extended,High School or Below,25/8/2014,12/4/2015,Employed,M,52367,Urban,Married,Personal Auto,Hail,Call Center,275.989978,Four-Door Car,Medsize
PX44289,NE,Basic,College,30/3/2014,19/4/2016,Employed,M,58651,Suburban,Single,Personal Auto,Other,Call Center,472.599683,Four-Door Car,Medsize
AM97901,OK,Premium,College,12/8/2015,28/6/2017,Employed,F,84831,Suburban,Single,Special Auto,Collision,Branch,1336.931716,Sports Car,Medsize
RE42925,IA,Basic,Bachelor,27/6/2012,22/5/2016,Employed,M,49088,Suburban,Divorced,Corporate Auto,Scratch/Dent,Branch,547.2,SUV,Small
TR81766,MO,Extended,College,7/6/2011,19/11/2013,Employed,F,70263,Rural,Married,Corporate Auto,Hail,Call Center,7.345946,Two-Door Car,Small
CH85057,IA,Premium,Doctor,20/8/2017,23/9/2017,Employed,F,45354,Rural,Married,Personal Auto,Other,Agent,540.141566,Luxury SUV,Medsize
UP71482,NE,Basic,High School or Below,25/7/2016,8/8/2017,Unemployed,M,0,Suburban,Married,Personal Auto,Scratch/Dent,Call Center,383.363758,Four-Door Car,Large
EG40670,MO,Extended,Bachelor,31/5/2016,31/7/2017,Disabled,F,28334,Suburban,Single,Special Auto,Collision,Agent,537.765151,Four-Door Car,Medsize
HV83672,IA,Extended,Bachelor,13/1/2017,16/8/2017,Employed,F,38772,Urban,Married,Personal Auto,Collision,Branch,321.873474,Four-Door Car,Medsize
MG10140,IA,Extended,College,24/2/2010,11/12/2010,Employed,F,41479,Rural,Married,Personal Auto,Hail,Call Center,19.575683,Two-Door Car,Large
TC44716,MO,Basic,Bachelor,6/3/2015,5/11/2016,Retired,M,23909,Suburban,Single,Personal Auto,Collision,Agent,571.2,SUV,Medsize
QO65264,MO,Basic,College,20/11/2011,12/1/2014,Employed,M,48328,Rural,Married,Personal Auto,Hail,Branch,108.138715,Two-Door Car,Small
EB66698,MO,Extended,High School or Below,24/8/2016,5/9/2016,Employed,M,86689,Suburban,Single,Corporate Auto,Hail,Agent,408,Two-Door Car,Small
OT52034,MO,Extended,Bachelor,30/8/2011,11/3/2016,Employed,M,24204,Suburban,Married,Personal Auto,Hail,Branch,707.303416,Four-Door Car,Medsize
CH85444,IA,Premium,College,2/10/2015,15/10/2015,Disabled,M,25943,Suburban,Married,Corporate Auto,Collision,Branch,1067.333126,Two-Door Car,Small
PU85769,MO,Basic,High School or Below,4/8/2016,17/8/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,807.947292,Four-Door Car,Small
UI73201,MO,Extended,College,30/8/2014,22/5/2017,Employed,M,62375,Suburban,Married,Personal Auto,Scratch/Dent,Web,618.630955,Two-Door Car,Medsize
SL50592,MO,Basic,High School or Below,31/3/2017,15/7/2017,Unemployed,F,0,Suburban,Married,Corporate Auto,Other,Web,404.272806,Four-Door Car,Small
XP11075,NE,Premium,Bachelor,4/12/2011,11/9/2014,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,710.4,SUV,Medsize
SI31236,IA,Basic,Bachelor,23/10/2015,6/12/2016,Employed,M,70200,Suburban,Divorced,Corporate Auto,Hail,Agent,312,Four-Door Car,Medsize
JN26745,OK,Premium,Bachelor,21/8/2012,25/1/2013,Unemployed,F,0,Suburban,Married,Special Auto,Scratch/Dent,Agent,707.977614,Four-Door Car,Large
VK48036,IA,Basic,College,26/5/2011,30/6/2017,Employed,F,79027,Suburban,Single,Corporate Auto,Collision,Agent,336,Four-Door Car,Medsize
EC71986,KS,Basic,High School or Below,31/3/2010,21/2/2011,Medical Leave,F,26736,Suburban,Married,Personal Auto,Collision,Agent,367.92773,Four-Door Car,Medsize
DS45802,MO,Basic,High School or Below,21/1/2016,26/8/2016,Employed,F,26893,Rural,Married,Personal Auto,Other,Agent,68.226001,Four-Door Car,Medsize
OA96690,IA,Extended,High School or Below,15/9/2011,5/7/2017,Employed,F,47406,Urban,Married,Personal Auto,Collision,Agent,287.149807,Four-Door Car,Medsize
EM27919,MO,Basic,Bachelor,13/10/2015,5/4/2016,Retired,M,17622,Suburban,Divorced,Personal Auto,Collision,Agent,312,Four-Door Car,Medsize
QO41043,IA,Extended,College,13/8/2014,16/8/2015,Disabled,F,27572,Suburban,Married,Corporate Auto,Scratch/Dent,Branch,595.2,SUV,Medsize
OV50124,IA,Basic,College,29/10/2013,28/7/2014,Unemployed,F,0,Suburban,Single,Personal Auto,Hail,Agent,391.636628,Two-Door Car,Medsize
PR31642,IA,Basic,Bachelor,5/11/2014,19/8/2016,Employed,F,32802,Suburban,Married,Personal Auto,Hail,Call Center,547.2,SUV,Medsize
PO98961,KS,Extended,College,17/11/2013,30/9/2014,Medical Leave,M,18400,Suburban,Married,Corporate Auto,Hail,Agent,640.8,Two-Door Car,Small
TK30357,MO,Basic,Bachelor,18/11/2010,29/11/2012,Employed,F,90844,Rural,Divorced,Personal Auto,Collision,Agent,232.674417,SUV,Medsize
NF31087,OK,Basic,High School or Below,1/5/2010,29/5/2016,Employed,F,44685,Suburban,Married,Personal Auto,Hail,Agent,331.2,Four-Door Car,Medsize
NH16984,MO,Extended,Bachelor,28/5/2011,9/5/2016,Unemployed,F,0,Urban,Divorced,Personal Auto,Collision,Web,336.50961,Four-Door Car,Medsize
OS75493,MO,Extended,High School or Below,13/11/2010,12/5/2012,Employed,F,42589,Suburban,Divorced,Corporate Auto,Collision,Agent,470.4,Four-Door Car,Medsize
VT63298,IA,Basic,Bachelor,4/1/2013,13/7/2015,Unemployed,M,0,Suburban,Single,Personal Auto,Scratch/Dent,Agent,345.6,Four-Door Car,Medsize
HT16519,KS,Basic,Bachelor,12/9/2012,30/1/2015,Employed,F,63009,Urban,Married,Personal Auto,Scratch/Dent,Call Center,485.286815,Sports Car,Small
SZ16483,NE,Premium,High School or Below,27/1/2010,20/2/2012,Employed,F,79583,Suburban,Married,Personal Auto,Collision,Agent,523.2,Four-Door Car,Medsize
VM92311,NE,Basic,High School or Below,14/4/2010,15/7/2011,Employed,F,89129,Suburban,Single,Personal Auto,Hail,Branch,328.870868,Four-Door Car,Medsize
NJ46849,NE,Basic,College,30/10/2011,27/12/2011,Unemployed,M,0,Suburban,Single,Personal Auto,Hail,Branch,496.8,Four-Door Car,Medsize
WZ31900,IA,Basic,Bachelor,5/11/2013,13/1/2017,Employed,F,94389,Rural,Married,Corporate Auto,Hail,Call Center,85.063708,SUV,Medsize
RG30482,IA,Premium,College,31/12/2013,3/10/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Call Center,1418.4,SUV,Medsize
ZM86949,IA,Basic,High School or Below,11/6/2014,21/3/2016,Employed,F,84106,Suburban,Single,Personal Auto,Collision,Branch,334.408717,Two-Door Car,Medsize
QQ39596,NE,Basic,College,16/7/2013,30/10/2015,Unemployed,F,0,Rural,Married,Personal Auto,Hail,Call Center,42.096415,Four-Door Car,Medsize
FH51383,MO,Basic,High School or Below,11/9/2016,15/5/2017,Employed,F,76717,Urban,Married,Personal Auto,Other,Call Center,300.528579,Two-Door Car,Large
BJ53923,NE,Basic,High School or Below,24/7/2015,3/8/2015,Employed,M,51978,Rural,Married,Corporate Auto,Hail,Agent,144.782152,Four-Door Car,Medsize
CZ96653,IA,Basic,Bachelor,28/11/2016,10/3/2017,Employed,F,47325,Rural,Married,Personal Auto,Collision,Web,64.598216,SUV,Small
FB23788,IA,Basic,High School or Below,4/2/2017,15/6/2017,Employed,M,86721,Suburban,Divorced,Corporate Auto,Other,Call Center,532.8,SUV,Large
NT43594,OK,Basic,Bachelor,28/2/2010,26/8/2010,Retired,F,24910,Suburban,Single,Personal Auto,Collision,Branch,347.857619,Four-Door Car,Medsize
VO38365,KS,Basic,College,5/8/2011,10/8/2015,Employed,F,90125,Rural,Married,Corporate Auto,Scratch/Dent,Branch,128.645946,SUV,Medsize
KJ86296,IA,Basic,High School or Below,6/2/2014,14/1/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,525.6,Four-Door Car,Medsize
PI47776,IA,Basic,Bachelor,22/1/2013,20/6/2015,Employed,F,89451,Rural,Single,Corporate Auto,Hail,Web,61.769564,Four-Door Car,Medsize
MD73554,MO,Basic,College,12/6/2015,18/12/2016,Employed,M,59537,Suburban,Married,Personal Auto,Collision,Branch,316.8,Two-Door Car,Medsize
UX92071,IA,Basic,High School or Below,18/6/2012,14/11/2012,Unemployed,M,0,Suburban,Single,Personal Auto,Other,Call Center,955.2,Luxury SUV,Medsize
YG44474,IA,Basic,College,15/3/2014,24/4/2015,Employed,M,54193,Suburban,Married,Corporate Auto,Collision,Call Center,720.752945,SUV,Medsize
UH45301,IA,Premium,College,26/9/2014,16/3/2017,Employed,M,86946,Urban,Married,Personal Auto,Hail,Agent,340.656963,Four-Door Car,Medsize
RY92647,MO,Extended,Bachelor,19/1/2012,17/1/2013,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Branch,546.524896,Four-Door Car,Medsize
IK12620,NE,Premium,High School or Below,26/12/2012,11/9/2015,Disabled,F,12160,Urban,Married,Personal Auto,Hail,Agent,489.411833,Four-Door Car,Medsize
GQ66762,MO,Basic,College,25/11/2010,27/10/2016,Employed,M,33701,Urban,Single,Personal Auto,Scratch/Dent,Agent,171.325856,Four-Door Car,Small
RY92254,KS,Premium,Bachelor,19/3/2013,22/5/2014,Employed,M,33531,Suburban,Married,Personal Auto,Other,Agent,801.577478,Two-Door Car,Medsize
XD85577,MO,Basic,Bachelor,8/10/2016,31/3/2017,Employed,M,69417,Rural,Divorced,Personal Auto,Collision,Branch,30.874869,Four-Door Car,Small
TM65736,IA,Extended,Master,14/8/2015,26/2/2016,Employed,M,38644,Urban,Married,Personal Auto,Scratch/Dent,Web,361.455219,Four-Door Car,Medsize
VJ51327,MO,Basic,High School or Below,10/5/2017,12/6/2017,Employed,F,63209,Rural,Married,Personal Auto,Collision,Agent,207.320041,SUV,Small
GS98873,NE,Extended,Bachelor,29/1/2014,28/1/2016,Disabled,F,16061,Suburban,Single,Personal Auto,Scratch/Dent,Web,633.6,Four-Door Car,Medsize
CW49887,MO,Basic,Master,4/3/2017,19/9/2017,Employed,F,79487,Suburban,Divorced,Special Auto,Hail,Branch,547.2,SUV,Medsize
MY31220,MO,Premium,College,2/1/2017,7/9/2017,Employed,F,54230,Suburban,Married,Personal Auto,Hail,Agent,537.6,Two-Door Car,Medsize
UH35128,IA,Extended,College,18/9/2014,4/6/2016,Employed,F,71210,Suburban,Married,Personal Auto,Collision,Branch,1027.2,Luxury Car,Small
WH52799,NE,Extended,College,21/6/2011,25/1/2016,Employed,F,94903,Suburban,Married,Corporate Auto,Hail,Agent,451.2,Two-Door Car,Small
WL99637,NE,Extended,Bachelor,10/9/2015,3/3/2016,Employed,M,27293,Suburban,Married,Personal Auto,Hail,Web,469.030907,Two-Door Car,Medsize
UC84059,MO,Premium,Master,15/4/2016,7/12/2016,Employed,F,70950,Urban,Married,Personal Auto,Other,Call Center,565.929394,Sports Car,Medsize
HW62747,IA,Basic,College,12/5/2017,11/7/2017,Unemployed,M,0,Suburban,Married,Corporate Auto,Hail,Branch,302.4,Four-Door Car,Small
BH11344,IA,Basic,Doctor,27/6/2015,22/7/2017,Employed,F,37009,Rural,Single,Corporate Auto,Collision,Branch,145.673348,Two-Door Car,Medsize
TX28465,OK,Basic,College,11/1/2014,19/1/2014,Employed,M,52629,Rural,Married,Personal Auto,Collision,Branch,136.684141,Four-Door Car,Medsize
OK56965,MO,Basic,Bachelor,23/4/2010,16/5/2016,Employed,F,31264,Urban,Divorced,Personal Auto,Hail,Branch,825.657746,Luxury SUV,Medsize
WT22392,IA,Basic,College,25/11/2016,8/2/2017,Employed,F,65473,Urban,Married,Personal Auto,Hail,Call Center,277.685667,Four-Door Car,Medsize
GG68407,KS,Basic,High School or Below,14/5/2013,26/11/2014,Unemployed,F,0,Suburban,Single,Personal Auto,Hail,Agent,468,Four-Door Car,Medsize
KC71643,IA,Basic,High School or Below,27/2/2013,29/8/2016,Employed,M,99144,Suburban,Married,Corporate Auto,Hail,Call Center,292.8,Four-Door Car,Medsize
NR32615,MO,Basic,College,8/11/2014,25/11/2014,Medical Leave,M,22520,Suburban,Married,Corporate Auto,Collision,Branch,350.4,Four-Door Car,Medsize
GS69842,NE,Basic,Bachelor,6/10/2012,9/5/2013,Employed,F,36615,Urban,Married,Special Auto,Hail,Call Center,264.563772,Four-Door Car,Medsize
KP72427,KS,Basic,High School or Below,3/9/2017,7/9/2017,Employed,M,64455,Rural,Married,Personal Auto,Hail,Agent,133.735395,SUV,Medsize
KD23847,NE,Basic,High School or Below,6/5/2017,8/5/2017,Employed,F,76374,Suburban,Divorced,Personal Auto,Hail,Call Center,292.8,Four-Door Car,Small
GK72076,KS,Premium,Bachelor,16/8/2015,6/6/2016,Employed,F,35457,Suburban,Single,Personal Auto,Collision,Branch,641.230581,Four-Door Car,Small
NK91488,OK,Basic,Master,20/2/2017,6/8/2017,Employed,M,56005,Suburban,Married,Personal Auto,Collision,Branch,326.4,Four-Door Car,Small
QK46697,KS,Extended,Bachelor,18/2/2015,21/6/2017,Employed,M,61040,Rural,Married,Personal Auto,Other,Agent,20.382876,Two-Door Car,Medsize
WP73172,IA,Basic,Bachelor,15/10/2013,24/7/2017,Employed,F,81367,Urban,Married,Special Auto,Scratch/Dent,Branch,415.768941,SUV,Medsize
PS30217,MO,Extended,Bachelor,20/3/2016,18/11/2016,Employed,F,44817,Suburban,Married,Personal Auto,Collision,Agent,527.421579,Four-Door Car,Small
EL62967,IA,Basic,High School or Below,13/1/2014,13/8/2017,Employed,F,58508,Rural,Single,Personal Auto,Hail,Web,57.614392,Two-Door Car,Medsize
MU23938,IA,Extended,Bachelor,25/7/2012,16/7/2017,Employed,M,45259,Rural,Single,Personal Auto,Scratch/Dent,Agent,272.217171,SUV,Medsize
VC83809,MO,Extended,Doctor,12/6/2013,31/8/2017,Employed,M,30817,Rural,Divorced,Personal Auto,Hail,Branch,91.834668,Four-Door Car,Medsize
VL34577,IA,Basic,High School or Below,14/7/2014,12/2/2015,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,345.6,Two-Door Car,Medsize
QE12539,MO,Basic,Doctor,6/3/2010,7/6/2014,Employed,M,40870,Suburban,Married,Personal Auto,Collision,Agent,504,SUV,Large
YO15246,OK,Extended,High School or Below,24/1/2015,9/1/2017,Employed,M,35001,Suburban,Single,Personal Auto,Collision,Web,460.8,Four-Door Car,Small
WF73839,NE,Basic,College,13/5/2016,6/6/2016,Employed,F,49937,Urban,Married,Personal Auto,Scratch/Dent,Web,302.586407,Two-Door Car,Medsize
TJ11671,IA,Premium,Bachelor,3/4/2012,9/5/2014,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Branch,523.2,Four-Door Car,Small
SV34223,MO,Basic,College,25/11/2013,18/7/2015,Employed,F,58317,Suburban,Married,Personal Auto,Other,Call Center,350.4,Four-Door Car,Medsize
XD19546,MO,Basic,High School or Below,12/6/2015,16/12/2015,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Web,523.2,SUV,Medsize
OY95739,OK,Basic,High School or Below,28/8/2013,11/6/2016,Medical Leave,M,17101,Suburban,Single,Corporate Auto,Collision,Call Center,542.4,SUV,Medsize
SW57539,MO,Basic,College,23/1/2014,14/6/2017,Unemployed,F,0,Suburban,Divorced,Corporate Auto,Collision,Agent,566.4,SUV,Medsize
IA62027,NE,Basic,Bachelor,13/9/2011,29/12/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Web,468,Four-Door Car,Medsize
FZ20933,IA,Basic,High School or Below,5/11/2012,29/12/2016,Employed,M,24398,Suburban,Married,Personal Auto,Hail,Agent,302.4,Four-Door Car,Large
WR62597,IA,Basic,College,21/4/2015,22/11/2015,Medical Leave,M,24641,Suburban,Married,Corporate Auto,Collision,Branch,294.92773,Four-Door Car,Medsize
KU61611,NE,Basic,High School or Below,9/12/2011,4/12/2013,Employed,M,69040,Suburban,Married,Corporate Auto,Collision,Call Center,518.4,Sports Car,Small
XW98867,IA,Basic,High School or Below,25/12/2015,10/4/2017,Medical Leave,M,17101,Suburban,Single,Personal Auto,Collision,Call Center,542.4,SUV,Medsize
PP80817,MO,Basic,High School or Below,3/9/2010,16/2/2013,Employed,F,59886,Rural,Married,Personal Auto,Collision,Agent,71.729298,Sports Car,Medsize
DT77901,IA,Premium,Bachelor,13/3/2016,10/8/2017,Retired,F,14290,Suburban,Married,Personal Auto,Collision,Agent,1300.8,Luxury SUV,Medsize
DX34647,MO,Extended,College,7/9/2017,23/9/2017,Employed,F,43137,Suburban,Married,Personal Auto,Hail,Call Center,460.8,Two-Door Car,Large
OD56551,IA,Basic,College,6/5/2015,28/3/2016,Employed,M,27978,Suburban,Single,Personal Auto,Collision,Branch,447.911255,Four-Door Car,Medsize
